id,rut_unidad,nombre_unidad,calle_unidad,numero_unidad,comuna_unidad,region_unidad,CodigoExterno,codunspsc,nomunspsc
783,69.252.700-3,Departamento de Administración y Finanzas,Sin direccion,01 CONTRATO DE SUMINISTRO GENERAL DE ALIMENTOS PARA PROGRAMA ORGANIZACIONES COMUNITARIAS Y OPERATIVO AÑO 2022 ,Las Condes,Región Metropolitana de Santiago,3231-104-L122,50101500,"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras"
784,69.252.700-3,Departamento de Administración y Finanzas,Avenida Padre Samuel Jofré 415,Ampliación Redes de Agua Potable y Alcantarillado,Pelluhue,Región del Maule ,3231-96-LP22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
785,69.255.000-5,Administración y Finanzas - Abastecimiento,Piloto Lazo Nº120,CONSTRUCCIÓN CIRCUITO POLIDEPORTIVO URBANO,Cerrillos,Región Metropolitana de Santiago,324-157-LR22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
786,69.255.000-5,Administración y Finanzas - Abastecimiento,Piloto Lazo Nº120,Gestión comunitaria,Cerrillos,Región Metropolitana de Santiago,324-158-L122,42142500,Equipamiento y suministros médicos / Suministros y productos clínicos / Agujas clínicas
787,69.255.000-5,Administración y Finanzas - Abastecimiento,Piloto Lazo Nº120,Daem  Esc. Pedro Aguirre Cerda,Cerrillos,Región Metropolitana de Santiago,324-161-L122,49101700,"Equipos, suministros y accesorios deportivos y recreativos / Coleccionismo y condecoraciones o premios / Premios"
788,69.255.000-5,Administración y Finanzas - Abastecimiento,Piloto Lazo Nº120,Daem - Escuela Cóndores de Plata,Cerrillos,Región Metropolitana de Santiago,324-165-L122,11121800,"Productos derivados de minerales, plantas y animales / Productos no comestibles de origen vegetal / Fibras vegetales"
789,61.103.019-3,ALA BASE N°1,Base Aérea Cerro Moreno S/N,GBA 07 LA ADQ DE FILTROS FACH AFTA,Antofagasta,Región de Antofagasta ,3246-52-LE22,40161500,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos / Filtros y purificación industrial / Filtros"
790,69.252.700-3,Departamento de Educación,Miguel Grau 165,"ADQUISICION DE UTILES ESCOLARES ESCUELA DE QUILICURA, SEGUN DETALLE ADJUNTO",Pelluhue,Región del Maule ,3252-45-L122,14111600,Productos de papel / Productos de papel / Papel fantasía
791,69.041.000-1,Departamento de Salud,Unica Samo Alto  S/N,Útiles e insumos de Aseo,Río Hurtado,Región de Coquimbo ,3260-30-L122,93131600,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública / Ayuda y asistencia humanitaria / Política, planificación y programas de alimentación y nutrición"
792,69.041.000-1,Departamento de Educación,Unica Samo Alto  S/N,Adquisición de Herramientas Colegio Pichasca,Río Hurtado,Región de Coquimbo ,3267-25-L122,24112400,"Equipamiento para manejo y estiba de materiales / Recipientes para almacenamiento / Cofres, armarios y baúles para almacenaje"
793,61.103.021-5,IVª Brigada Aérea,"Base Aerea Chabunco S/N, Punta Arenas, Región de Magallanes y la Antártica Chilena",220 0352022 GBA ADQUISICION DE NEUMATICOS PARA VEHICULOS,Punta Arenas,Región de Magallanes y de la Antártica,3268-17-LE22,25172500,Vehículos y equipamiento en general / Componentes para vehículos en general / Neumáticos y cámaras de neumáticos
794,61.103.021-5,IVª Brigada Aérea,"Base Aerea Chabunco S/N, Punta Arenas, Región de Magallanes y la Antártica Chilena",400 413 GU 029-2022 DA. ADQ. EQUIPO IRIDIUM CERTUS,Punta Arenas,Región de Magallanes y de la Antártica,3268-50-LE22,43221700,"Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos, plataformas y accesorios de redes multimedia, voz y datos / Equipo fijo de red y componentes"
795,61.103.021-5,IVª Brigada Aérea,Base Aérea de Chabunco S/N.,400 413 DA 097/2022 CINTA CALEFACTORA BASE FREI,Punta Arenas,Región de Magallanes y de la Antártica,3268-76-L122,41102400,Equipamiento para laboratorios / Equipos e insumos para laboratorio / Equipo de calefacción y secadores para laboratorio
796,61.103.018-5,Servicio Aerofotogramétrico,Av.Diego Barros Ortiz  Nº 2300 Aeropuerto A. M. Benitez Grupo Nº10 ,ADQUSICIÓN LICENCIAS ERDAS,Pudahuel,Región Metropolitana de Santiago,3269-27-LE22,43231500,"Tecnologías de la información, telecomunicaciones y radiodifusión / Software / Software de gestión"
797,60.506.000-5,LOGISTICA ANTOFAGASTA,Washington Nº 2767,NEUMÁTICOS REPOL ANTOFAGASTA,Antofagasta,Región de Antofagasta ,3274-23-LE22,25172500,Vehículos y equipamiento en general / Componentes para vehículos en general / Neumáticos y cámaras de neumáticos
798,61.102.031-7,GOBERNACION MARITIMA DE VALPARAISO,"BULNES 120, QUINTERO",REEMPLAZO DE POSTE Y MEDIDOR ELÉCTRICO EN BALIZA PUNTA CONCÓN,Quintero,Región de Valparaíso ,3280-9-L122,73171500,Servicios de producción y fabricación industrial / Fabricación de productos eléctricos e instrumentos de precisión / Fabricación de productos eléctricos
799,60.506.000-5,LOGISTICA PTO. MONTT,Se retira en sucursal,SISTEMA CALEFACCIÓN CENTRAL CUARTEL PDI PTO MONTT,Puerto Montt,Región de los Lagos ,3289-8-LQ22,40101800,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos / Control de temperatura y ventilación / Piezas y accesorios para equipos de calefacción"
800,61.202.000-0,Dirección de Vialidad - RM - Licitación de Obras,"Bombero Salas Nº 1351, piso 2",CONSERVACIÓN PERIÓDICA DIVERSAS ESCUELAS  CARMEN ,Santiago,Región Metropolitana de Santiago,331-34-O121,101000000,Consultoria / Consultoria / Planificación y Factibilidad
801,61.938.500-4,Depto.Transportes L.3,Vivaceta Nro. 2700,ADQUISICIÓN DE REPUESTOS PARA DIFERENTES VEHÍCULOS DE CARGO DE CARABINEROS DE CHILE SEGÚN BASES ADMINISTRATIVAS Y TÉCNICAS,Independencia,Región Metropolitana de Santiago,3326-45-LE22,25101500,Vehículos y equipamiento en general / Vehículos motorizados / Vehículos para turismo
802,61.938.500-4,Depto.Transportes L.3,Vivaceta Nro. 2700,ADQUISICIÓN DE REPUESTOS PARA MOTOCICLETAS BMW PARA STOCK DE BODEGA DE CARGO DE CARABINEROS DE CHILE SEGÚN BASES ADMINISTRATIVAS Y TÉCNICAS,Independencia,Región Metropolitana de Santiago,3326-50-LE22,25101800,Vehículos y equipamiento en general / Vehículos motorizados / Bicicletas con motor
803,61.938.500-4,Depto.Transportes L.3,Vivaceta Nro. 2700,ADQUISICIÓN DE NEUMÁTICOS MARCA VOLKSWAGEN MODELO AMAROK PARA STOCK DE BODEGA DE CARGO DE CARABINEROS DE CHILE SEGÚN BASES ADMINISTRATIVAS Y TÉCNICAS,Independencia,Región Metropolitana de Santiago,3326-51-LE22,25172500,Vehículos y equipamiento en general / Componentes para vehículos en general / Neumáticos y cámaras de neumáticos
804,61.103.007-K,"Hospital Clinico "" General Dr. Raúl Yazigi J.""",Avenida Las Condes Nº 8631 ,INSUMOS DE HEMODINAMIA TERAPEUTICOS CON Y SIN APOYO ,Las Condes,Región Metropolitana de Santiago,3328-52-LR22,42221500,"Equipamiento y suministros médicos / Productos administrados por vía intravenosa y arterial / Accesorios, catéteres y cánulas intravenosas y arteriales"
805,69.061.200-3,Departamento Finanzas-Adquisiones,Arturo Prat 12,TRANSMISIÓN Y PRODUCCIÓN FESTIVAL DEL HUASO,Olmué,Región de Valparaíso ,3333-33-LQ22,83121700,Servicios básicos y de información pública / Bibliotecas y otros centros de información pública / Comunicación social y de masas
806,69.200.800-6,Ilustre Municipalidad de La Unión,RAMIREZ N° 706,Mantención Preventiva y reparativa Rayos X-SAR,La Unión,Región de Los Ríos,3334-42-L122,41111800,Equipamiento para laboratorios / Instrumentos de medida y experimentación / Equipo de examen no invasivo
807,65.283.230-K,2ª Brigada Acorazada Cazadores - 2a BRIACO,Panamericana Norte S/N,servicio de extracción de aguas servidas ,Pozo Almonte,Región de Tarapacá  ,3349-44-LE22,41104000,Equipamiento para laboratorios / Equipos e insumos para laboratorio / Equipo de toma de muestras
808,61.101.010-9,Cuartel General V División de Ejército - CGVDE,Ojo Bueno S/N,ADQUISICIÓN DE CARNEROS REPRODUCTORES MERINOS,Punta Arenas,Región de Magallanes y de la Antártica,3366-15-LE22,10101500,Artículos para plantas y animales / Animales vivos / Animales domésticos
809,61.927.400-8,"Regimiento Logístico N° 5 ""Magallanes","Barrio Industrial Km 7, 5 Norte",Repuestos y accesorios para vehículos,Punta Arenas,Región de Magallanes y de la Antártica,3367-8-LE22,25191500,Vehículos y equipamiento en general / Equipo de apoyo al transporte / Equipamiento de apoyo para transporte aéreo
810,61.946.700-0,Brigada de Aviación del Ejército -BAVE,"Baquedano 768, Brigada Aviación Ejército",MANTENIMIENTO Y REPARACIÓN DE CANCHAS Y DEPENDENCIAS DEPORTIVAS DE LA BAVE,Rancagua,Región del Libertador General Bernardo O´Higgins,3371-22-L122,72101600,"Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Revestimientos de techos, paredes o metalistería"
811,61.101.030-3,Hospital Militar de Santiago- HMS,Av. Alcalde Fernando Castillo V. N° 9100,Suministro de Implantes de Hombro y Rodilla,La Reina,Región Metropolitana de Santiago,3378-42-LR22,42294200,"Equipamiento y suministros médicos / Productos quirúrgicos / Juegos de instrumentos, sistemas y bandejas quirúrgicos"
812,61.101.030-3,Hospital Militar de Santiago- HMS,Av. Alcalde Fernando Castillo V. N° 9100,SUMINISTRO DE INSUMOS CLÍNICOS “PARA PABELLÓN DE ANESTESIA DEL HMS”,La Reina,Región Metropolitana de Santiago,3378-51-LQ22,42142400,Equipamiento y suministros médicos / Suministros y productos clínicos / Productos médicos para vacío y succión
813,75.245.100-1,Regimiento Escolta Presidencial N° 1 Granaderos,Avenida Larraguibel S/N San Isidro/Quillota,FDOS. PRESUP. ADQ. DE PRODUCTOS FARMACEUTICOS.,Quillota,Región de Valparaíso ,3381-12-LE22,10111300,Artículos para plantas y animales / Artículos para mascotas / Accesorios y tratamientos para mascotas
814,61.101.008-7,Regimiento Logístico del Ejército Nº1 Bellavista - RLE Nº1,Avenida El Guanaco  #2650,MANT Y REP DE FUGA DE AGUA ALCANTARILL. Y CAM FRI,Conchalí,Región Metropolitana de Santiago,3387-7-LE22,81141800,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información / Metodologías y tecnologías para mejorar la producción y la fabricación / Administración de edificios e instalaciones"
815,61.101.086-9,Hospital Militar del Norte - HMN,General Borgoño  957,Suministro insumos de Artroscopía,Antofagasta,Región de Antofagasta ,3391-17-LQ22,42295200,"Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico de energía, accesorios y productos relacionados"
816,61.102.137-2,DELEGACION DE BIENESTAR PUERTO WILLIAMS,ENTREGAR EN JUAN WILLIAMS 6450 OF. TABSA CON DIRECCION A PTO. WILLIAMS,MATERIALES PARA REPARACIÓN JARDÍN INFANTIL P.W.,Punta Arenas,Región de Magallanes y de la Antártica,3392-11-L122,86131500,"Educación, formación, entrenamiento y capacitación / Servicios educativos especializados / Bellas artes"
817,61.101.017-6,Escuela Militar -ESCMIL,Presidente Riesco 4601 ,SERV. DE REPARACIÓN GASFITERIA SOLDADURA Y OTROS ,Las Condes,Región Metropolitana de Santiago,3416-62-LQ22,72102300,"Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Gasfitería, calefacción y aire acondicionado"
818,61.101.054-0,Comando de Industria Militar e Ingeniería - CIMI,Zenteno N° 102,Adquisición de insumos de impresoras para año 2022,Santiago,Región Metropolitana de Santiago,3420-2-LE22,44103100,"Equipos, accesorios y suministros de oficina / Maquinarias, suministros y accesorios de oficina / Suministros para impresora, fax y fotocopiadora"
819,61.101.054-0,Comando de Industria Militar e Ingeniería - CIMI,Zenteno N° 102,Servicio de mantenimiento y reparación de pozo,Santiago,Región Metropolitana de Santiago,3420-3-LE22,71121000,"Servicios de perforación de minería, petróleo y gas / Servicios de mantenimiento, construcción y perforación de pozos / Servicios de bombeo de cemento"
820,61.948.900-4,"Destacamento de Montaña N° 8 ""Tucapel"" DESMÑA N° 8",Avenida O'Higgins 750,Adquisición de repuestos de vehículos administrativos,Temuco,Región de la Araucanía ,3428-20-L122,78180100,"Servicios de transporte, almacenaje y correo / Servicios de mantención o reparaciones de transportes / Mantención o reparación de vehículos"
821,61.101.027-3,Escuela de Suboficiales del Ejército - ESCSOF,Rinconada de Maipú S/N,EQUIPOS DE AMPLIFICACIÓN C.C 1100065012,Maipú,Región Metropolitana de Santiago,3436-75-LE22,52161500,"Muebles, accesorios, electrodomésticos y productos electrónicos / Equipos y accesorios audiovisuales / Equipos audiovisuales y de electrónica menor"
822,69.210.500-1,Dirección de Administración y Finanzas,Pedro Montt Nro. 249	,Camión Plano Para La Municipalidad de Purranque,Purranque,Región de los Lagos ,3443-38-LE22,24101500,"Equipamiento para manejo y estiba de materiales / Maquinaria para manejo de materiales / Camiones, carros y carretillas industriales"
823,69.265.100-6,Direccion de Administracion y Finanzas,Av. Ramón Pérez Opazo N° 3125 Alto Hospicio,Suministro Vestimenta para Funcionarios MAHO,Alto Hospicio,Región de Tarapacá  ,3447-90-LQ22,53102700,"Ropa, maletas y productos de aseo personal / Ropa / Uniformes"
824,61.979.960-7,Escuela de Formación Policial de Carabineros,"Calle Irarrazaval N° 4250, Ñuñoa",Adquisición de Cubre Gorra Femenino,Ñuñoa,Región Metropolitana de Santiago,3453-29-LE22,91111700,Servicios de cuidado personal y domésticos / Servicio doméstico y de cuidados / Servicios de compras o trueques para consumo
825,69.120.300-k,DEPTO. DE FINANZAS,Abdón Fuentealba 334,ADQ. DE ARIDOS CALLE YERBAS BUENAS Y SAN AMBROSIO IMCH,Chanco,Región del Maule ,3469-48-L122,22101900,Maquinaria para construcción y edificación / Maquinaria pesada de construcción / Maquinaria para construcción de edificios
826,61.979.960-7,Escuela de Carabineros,"Calle Irarrazaval N° 4250, Ñuñoa",ADQUISICION DE INSUMOS PARA INSTRUMENTOS MUSICALES PARA EL DEPARTAMENTO ORFEON NACIONAL Y EXTENSION CULTURAL ,Ñuñoa,Región Metropolitana de Santiago,3474-65-LE22,60131500,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos / Instrumentos musicales, piezas y accesorios / Piezas y accesorios de instrumentos musicales"
827,61.979.960-7,Escuela de Carabineros,"Calle Irarrazaval N° 4250, Ñuñoa",GUANTES DE CUERO COLOR CAFE ASPOF. 1ER. AÑO Y 2DO. AÑO ESCAR,Ñuñoa,Región Metropolitana de Santiago,3474-70-LE22,46181500,"Equipos y suministros de defensa, orden público, protección y seguridad / Seguridad y protección personal / Ropa protectora de seguridad contra materias peligrosas"
828,61.979.960-7,Escuela de Carabineros,"Calle Irarrazaval N° 4250, Ñuñoa",BOTAS TACTICAS ESTANDAR ASPOF. 1 ESC. ESCAR,Ñuñoa,Región Metropolitana de Santiago,3474-76-LE22,53102700,"Ropa, maletas y productos de aseo personal / Ropa / Uniformes"
829,69.190.800-3, Area Municipal,CHORRILLOS #400,COMPRA DE MATERIALES PARA MEJORAS Y REPARACIONES PARA EDIFICIO DOM- SECPLAC,Vilcún,Región de la Araucanía ,3477-141-L122,30131700,"Artículos para estructuras, obras y construcciones / Productos de construcción estructurales / Azulejos y baldosas"
830,69.190.800-3, Area Municipal,CHORRILLOS #400,SERVICIO DE REPARACION NISSAN NAVARA - DIMAO,Vilcún,Región de la Araucanía ,3477-145-L122,41111900,Equipamiento para laboratorios / Instrumentos de medida y experimentación / Instrumentos y equipos de grabación y registro
831,69.190.800-3, Area Municipal,CHORRILLOS #400,COMPRA DE INSUMOS PROGRAMA AUTOCONSUMO 2021,Vilcún,Región de la Araucanía ,3477-146-L122,40142600,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos / Control y distribución de líquidos y gases / Conexiones para tuberías"
832,69.220.600-2,Municipalidad De Calbuco,Sin direccion,Contratacion Maestro Carpintero,Las Condes,Región Metropolitana de Santiago,3479-101-L122,80111600,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Servicios de personal temporal"
833,69.220.600-2,Municipalidad De Calbuco,FEDERICO ERRAZURIZ N210,Materiales Asistencia Social,Calbuco,Región de los Lagos ,3479-103-LE22,30102200,"Artículos para estructuras, obras y construcciones / Materiales estructurales básicos / Plancha"
834,69.220.600-2,Municipalidad De Calbuco,FEDERICO ERRAZURIZ N210,REPOSICION Y CAMBIO CUBIERTA EDIFICIO MUNICIPAL,Calbuco,Región de los Lagos ,3479-105-LE22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
835,69.220.600-2,Municipalidad De Calbuco,FEDERICO ERRAZURIZ N210,Camaras Secretas de Votaciones,Calbuco,Región de los Lagos ,3479-99-LE22,30201600,"Artículos para estructuras, obras y construcciones / Estructuras prefabricadas / Construcciones residenciales prefabricadas"
836,61.101.471-6,Destacamento Montaña Nº 9 Arauco - DESMÑA N° 9,cañal bajo sin numero,Suplemento alimenticio,Osorno,Región de los Lagos ,3480-32-LE22,10101500,Artículos para plantas y animales / Animales vivos / Animales domésticos
837,65.286.830-4,"Regimiento Logístico N° 6 ""Pisagua""",Oscar Quina 1333,REPUESTOS PARA VEHÍCULOS ADMINISTRATIVOS DEL RGTO,Arica,Región de Arica y Parinacota,3483-13-LE22,25174000,Vehículos y equipamiento en general / Componentes para vehículos en general / Sistema de refrigeración del motor
838,69.190.400-8,Departamento De Salud,ARTURO PRAT 65,INSUMOS Y ACCESORIOS INFORMÁTICOS SP.222,Nueva Imperial,Región de la Araucanía ,3486-45-LE22,43211600,"Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Accesorios de computador"
839,69.051.300-5,Departamento de Educación,PERFECTO DE LA FUENTE Nº 50,ADQUISICION DE EQUIPAMIENTO DE IMPRESORA 3D ,Rinconada,Región de Valparaíso ,3493-25-LE22,44103100,"Equipos, accesorios y suministros de oficina / Maquinarias, suministros y accesorios de oficina / Suministros para impresora, fax y fotocopiadora"
840,69.190.800-3,Departamento Educación,Calle Luis Vergara 526 San Patricio ,SERVICIO TRANSPORTE ESCOLAR AMÉRICA Y V. REDONDA,Vilcún,Región de la Araucanía ,3494-62-LE22,81141600,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información / Metodologías y tecnologías para mejorar la producción y la fabricación / Gestión de cadena de suministro o abastecimiento"
841,69.190.800-3,Departamento Educación,"O´HIGGINS 453, VILCUN","MATERIALES DE ENSEÑANZA COLEGIO AMÉRICA, SOLICITUD Nº  11320 - 11321 - 11337 .-",Vilcún,Región de la Araucanía ,3494-67-L122,60121500,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos / Equipos de arte y manualidades, accesorios y suministros / Utensilios de dibujo, suministros y accesorios"
842,69.081.700-4,Educación,Miguel Cuadra #224,INSTRUMENTOS MUSICALES PARA LOS ESTABLECIMIENTOS,Quinta de Tilcoco,Región del Libertador General Bernardo O´Higgins,3500-6-LE22,49101600,"Equipos, suministros y accesorios deportivos y recreativos / Coleccionismo y condecoraciones o premios / Coleccionismo"
843,69.180.700-2,MUNICIPALIDAD DE TRAIGUEN,"Saavedra S/N, lado edificio municipal de Basilio Urrutia",HABILITACIÓN MUSEO HISTÓRICO CASA TAPIA TRAIGUEN,Traiguén,Región de la Araucanía ,3502-63-LE22,80101600,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Consultorías o asesorías en gestión empresarial / Gestión de proyectos"
844,69.180.700-2,MUNICIPALIDAD DE TRAIGUEN,"Saavedra S/N, lado edificio municipal de Basilio Urrutia",MEJORAMIENTO DEPENDENCIAS JUZGADO DE POLICÍA LOCAL,Traiguén,Región de la Araucanía ,3502-69-LE22,72101600,"Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Revestimientos de techos, paredes o metalistería"
845,69.180.700-2,MUNICIPALIDAD DE TRAIGUEN,"Saavedra S/N, lado edificio municipal de Basilio Urrutia",CURSOS DE  REPOSTERIA Y OTROS  QUIERO MI BARRIO,Traiguén,Región de la Araucanía ,3502-73-LE22,80141600,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios para la comercialización y distribución / Ventas y marketing"
846,69.180.700-2,MUNICIPALIDAD DE TRAIGUEN,"Saavedra S/N, lado edificio municipal de Basilio Urrutia",ADQUISICIÓN DE LUMINARIA LED VIAL,Traiguén,Región de la Araucanía ,3502-77-LE22,39111700,Artículos eléctricos y de iluminación / Artefactos y accesorios de iluminación / Iluminación de emergencia
847,69.110.800-7,MUNICIPALIDAD DE PENCAHUE,"ALEJANDRO CRUZ VERGARA  891,COMUNA ",SERVICIO DE OBRA ADECUACION PROGRAMA EDLI,Pencahue,Región del Maule ,3505-24-L122,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
848,69.230.500-0,Dirección de Administración y Finanzas,Pedro Montt 254,ADQUISICION DE TUBERIAS CORRUGADAS HDPE,Chonchi,Región de los Lagos ,3508-38-LE22,20122800,Maquinaria para minería y perforación / Equipo para perforación y exploración para petróleo / Equipo y plataformas de perforación
849,69.220.601-0,Departamento de Educacion,Galvarino Riveros N116,Implementación Deportiva Escuela Rural San José.,Calbuco,Región de los Lagos ,3510-77-LE22,49221500,"Equipos, suministros y accesorios deportivos y recreativos / Equipos y accesorios de deportes / Accesorios para deportes"
850,69.041.200-4,DEPARTAMENTO DE  FINANZAS MUNICIPAL,Constitución #24,INSUMOS VETERINARIOS PROGRAMA PRODESAL-PADIS,Illapel,Región de Coquimbo ,3512-45-L122,10111300,Artículos para plantas y animales / Artículos para mascotas / Accesorios y tratamientos para mascotas
851,69.190.500-4,Adquisiciones,Diego Portales   295,Insumos agropecuarios y otros para programa PDTI,Carahue,Región de la Araucanía ,3516-74-L122,44101700,"Equipos, accesorios y suministros de oficina / Maquinarias, suministros y accesorios de oficina / Accesorios para impresoras, fotocopiadoras y aparatos de fax"
852,69.190.500-4,Adquisiciones,Diego Portales   295,Material de Oficina tintas y toner oficina Secplac y Pesca,Carahue,Región de la Araucanía ,3516-77-L122,44122100,"Equipos, accesorios y suministros de oficina / Suministros de oficina / Suministros de sujeción"
853,69.180.700-2,EDUCACION,SANTA CRUZ  632,CAPACITACION PARA LICEOS MUNICIPALES TRAIGUÉN-SEP,Traiguén,Región de la Araucanía ,3518-37-LE22,86111600,"Educación, formación, entrenamiento y capacitación / Sistemas educativos complementarios / Educación de adultos"
854,61.943.600-8,"Regimiento N 2 ""Maipo""","Avenida Gran Bretaña 898 Cerro Playa ancha, Valparaíso",Adquisición de tapas de alcantarillado.,Valparaíso,Región de Valparaíso ,3530-11-L122,30222000,"Artículos para estructuras, obras y construcciones / Construcciones permanentes / Construcciones para trasporte permanentes"
855,61.101.037-0,Cuerpo Militar del Trabajo Subjef Zonal Pto. Montt,Egaña N.°1111,Adquisición de calefactores oleoelectricos para el Campamento Puelo X.,Puerto Montt,Región de los Lagos ,3537-84-L122,20142200,Maquinaria para minería y perforación / Equipo de producción y operación de gas y petróleo / Calefactores de línea
856,61.101.037-0,Cuerpo Militar del Trabajo Subjef Zonal Pto. Montt,Egaña N° 1111,Adquisición de adocretos,Puerto Montt,Región de los Lagos ,3537-85-LE22,30131500,"Artículos para estructuras, obras y construcciones / Productos de construcción estructurales / Bloques"
857,61.101.037-0,Cuerpo Militar del Trabajo Subjefatura Zonal Coyhaique,"Dependencias de Obra la Tapera, ubicadas en Predio Lote 7, sector Puente Vado Ancho, a 4 km de Villa la Tapera",Servicio extracción residuos fosa séptica campamento Yungay XI región (P.30),Coyhaique,Región Aysén del General Carlos Ibáñez del Campo,3540-124-L122,71101700,"Servicios de perforación de minería, petróleo y gas / Servicios de minería / Extracción minera"
858,61.101.037-0,Cuerpo Militar del Trabajo Subjefatura Zonal Coyhaique,"Dependencias de Obra la Tapera, ubicadas en Predio Lote 7, sector Puente Vado Ancho, a 4 km de Villa la Tapera",Servicio Libro Obras Digital (LOD) (P.08),Coyhaique,Región Aysén del General Carlos Ibáñez del Campo,3540-126-L122,14111500,Productos de papel / Productos de papel / Papel de imprenta y escritura
859,61.101.037-0,Cuerpo Militar del Trabajo Subjefatura Zonal Punta Arenas, O´Higgins 0140,SERVICIO CARACTERIZACIÓN ARQUEOLÓGICA ,Punta Arenas,Región de Magallanes y de la Antártica,3542-8-LE22,81151700,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información / Servicios relativos a la meteorología y ciencias de la tierra / Geología"
860,65.273.020-5,Centro Clínico Militar Valdivia - CCMVLDV,"SECTOR CAÑAL BAJO S/N, Osorno, Región de los Lagos",INSUMOS DENTALES ,Osorno,Región de los Lagos ,3545-25-L122,30201900,"Artículos para estructuras, obras y construcciones / Estructuras prefabricadas / Construcciones médicas prefabricadas"
861,65.273.020-5,Centro Clínico Militar Valdivia - CCMVLDV,KILOMETRO 1015 RUTA 5 SUR,INSUMOS BOTIQUÍN FARMACÉUTICO ,Puerto Varas,Región de los Lagos ,3545-28-L122,12191600,Productos químicos industriales / Solventes / Solventes oxigenados
862,69.060.300-4,Secretaria de Planificacion,Avenida Marathon Nº 312,CONSTRUCCION EXTENSION BOULEVARD LATORRE,La Calera,Región de Valparaíso ,3562-37-LP22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
863,69.060.300-4,Secretaria de Planificacion,Avenida Marathon Nº 312,REPOSICION ALCANTARILLADO VILLA CENTENARIO I,La Calera,Región de Valparaíso ,3562-42-LQ22,81141800,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información / Metodologías y tecnologías para mejorar la producción y la fabricación / Administración de edificios e instalaciones"
864,69.252.100-5,ILUSTRE MUNICIPALIDAD TEODORO SCHMIDT,BALMACEDA 510 CESFAM T. SCHMIDT(SECTOR CENTRO),INSUMOS DENTALES PROG. PRAPS 22,Teodoro Schmidt,Región de la Araucanía ,3563-46-L122,52121600,"Muebles, accesorios, electrodomésticos y productos electrónicos / Ropa de cama, mantelerías, paños de cocina y toallas / Mantelerías de cocina, de mesa y accesorios"
865,69.150.700-9,Ilustre Municipalidad De Florida,Arturo Prat 675 - Florida- 8° Region,CONSTRUCCIÓN MULTICANCHA SAN LORENZO.,Florida,Región del Biobío ,3567-26-LP22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
866,69.150.700-9,Ilustre Municipalidad De Florida,Arturo Prat 675 - Florida- 8° Region,CONSTRUCCIÓN SEDE COMUNITARIA EL ÁLAMO FLORIDA,Florida,Región del Biobío ,3567-28-LP22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
867,69.201.200-3,Direccion de Desarrollo Comunitario,"O""higgins 793",ADQUISICIÓN DE INSUMOS AGROECOLÓGICOS PARA REPARACIÓN DE INSFRAESTRUCTURA Y CONTROL DE PLAGAS,Panguipulli,Región de Los Ríos,3571-19-L122,53131600,"Ropa, maletas y productos de aseo personal / Artículos de baño o tocador / Artículos de baño y cuerpo"
868,69.201.200-3,Secretaria Comunal de Planificación ,BERNARDO O'HIGGINS 	793,PROYECTO: REPOSICIÓN  CUARTEL SEGUNDA COMPAÑÍA BOMBEROS DE NELTUME,Panguipulli,Región de Los Ríos,3573-33-LQ22,30222100,"Artículos para estructuras, obras y construcciones / Construcciones permanentes / Construcciones públicas permanentes"
